"Problèmes Techniques"
Référence;Bloquant;"Date de correction";"Date de signalement";Opérateur;Module(s);Equipement;Description;Solution;"Fichier(s) joint(s)"
256;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";545;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 545 (Cuves FOD 3x1m3 dans 10')";;
257;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";546;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 546 (DETENDEUR VAPEUR DN80)";;
258;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";546;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 546 (DETENDEUR VAPEUR DN80)";;
259;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";546;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 546 (DETENDEUR VAPEUR DN80)";;
260;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";557;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 557 (MODULE ADOUCISSEUR 3,2M3/H)";;
261;X;06/12/2017;31/01/2018;"VERMERSCHED (Edwin Vermersch)";557;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 557 (MODULE ADOUCISSEUR 3,2M3/H)";;
262;X;31/01/2018;31/01/2018;"BAZELISAL (Alexandre Bazelis)";557;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 557 (MODULE ADOUCISSEUR 3,2M3/H)";;
263;X;31/01/2018;31/01/2018;"BAZELISAL (Alexandre Bazelis)";557;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 557 (MODULE ADOUCISSEUR 3,2M3/H)";;
264;X;06/12/2017;31/01/2018;"VERMERSCHED (Edwin Vermersch)";557;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 557 (MODULE ADOUCISSEUR 3,2M3/H)";;X
265;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";570;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 570 (SKID POMPE ECC KSB)";;
266;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";570;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 570 (SKID POMPE ECC KSB)";;
267;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";570;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 570 (SKID POMPE ECC KSB)";;
268;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";570;POMPE;"pompe neuve, n'a jamais démarré sur l776
mise en service par ksb a faire";;
269;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";571;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 571 (BALLON DETENTE PURGES SPE ES)";;
270;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";571;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 571 (BALLON DETENTE PURGES SPE ES)";;
271;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";571;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 571 (BALLON DETENTE PURGES SPE ES)";;
224;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";562;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 562 (BALLON DETENTE PURGES SPE ES)";;
225;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";562;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 562 (BALLON DETENTE PURGES SPE ES)";;
226;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";562;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 562 (BALLON DETENTE PURGES SPE ES)";;
227;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";599;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 599 (BALLON DETENTE PURGES SPE ES)";;
228;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";599;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 599 (BALLON DETENTE PURGES SPE ES)";;
229;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";599;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 599 (BALLON DETENTE PURGES SPE ES)";;
230;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";600;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 600 (BALLON DETENTE PURGES SPE ES)";;
231;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";600;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 600 (BALLON DETENTE PURGES SPE ES)";;
232;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";600;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 600 (BALLON DETENTE PURGES SPE ES)";;
233;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";605;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 605 ()";;
234;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";605;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 605 ()";;
235;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";605;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 605 ()";;
236;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";586;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 586 (ECONOMISEUR 12 T/H)";;
237;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";586;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 586 (ECONOMISEUR 12 T/H)";;
238;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";586;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 586 (ECONOMISEUR 12 T/H)";;
239;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";530;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 530 (BACHE 17,5m3 0,5B)";;
240;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";530;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 530 (BACHE 17,5m3 0,5B)";;
241;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";530;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 530 (BACHE 17,5m3 0,5B)";;
242;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";537;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 537 (Cuve FOD 15m3)";;
243;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";537;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 537 (Cuve FOD 15m3)";;
244;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";537;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 537 (Cuve FOD 15m3)";;
245;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";538;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 538 (BALLON DETENTE PURGES 450l)";;
246;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";538;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 538 (BALLON DETENTE PURGES 450l)";;
247;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";538;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 538 (BALLON DETENTE PURGES 450l)";;
248;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";539;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 539 (GROUPE DE MAINTIEN EN PRESSION)";;
249;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";539;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 539 (GROUPE DE MAINTIEN EN PRESSION)";;
250;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";539;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 539 (GROUPE DE MAINTIEN EN PRESSION)";;
251;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";543;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 543 (ECHANGEUR A PLAQUES)";;
252;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";543;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 543 (ECHANGEUR A PLAQUES)";;
253;X;;31/01/2018;"BAZELISAL (Alexandre Bazelis)";543;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 543 (ECHANGEUR A PLAQUES)";;
254;X;;31/01/2018;"0_MÉCANICIENS (Groupe mécaniciens)";545;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 545 (Cuves FOD 3x1m3 dans 10')";;
255;X;;31/01/2018;"0_TECHNICIENS (Groupe Techniciens)";545;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 545 (Cuves FOD 3x1m3 dans 10')";;
188;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";101;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
189;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";105;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
190;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";106;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
191;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";107;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
192;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";108;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
193;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";109;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
194;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";110;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
195;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";111;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
196;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";115;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
197;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";116;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
198;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";117;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
199;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";118;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
200;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";119;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
201;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";120;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
202;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";121;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
203;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";122;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
204;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";123;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
205;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";124;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
206;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";125;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
207;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";126;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
208;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";129;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
209;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";130;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
210;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";132;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
211;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";133;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
212;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";137;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
213;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";139;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
214;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";140;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
215;;;30/01/2018;"BAZELISAL (Alexandre Bazelis)";141;"Revamping 001 : Renforcement de piquage mano ou pressostat sur eau alimentaire LTS";"Revamping 001";;X
